2014,01,1,1,BE,47787
2014,01,1,2,BE,21112
2014,01,1,3,BE,19028
2014,01,1,4,BE,7647
2014,01,1,1,BR,2624
2014,01,1,2,BR,2077
2014,01,1,3,BR,352
2014,01,1,4,BR,195
2014,01,1,1,CN,3082
2014,01,1,2,CN,1674
2014,01,1,3,CN,664
2014,01,1,4,CN,744
2014,01,1,1,DE,14432
2014,01,1,2,DE,5912
2014,01,1,3,DE,6308
2014,01,1,4,DE,2212
2014,01,1,1,ES,10693
2014,01,1,2,ES,6724
2014,01,1,3,ES,2604
2014,01,1,4,ES,1365
2014,01,1,1,FR,35260
2014,01,1,2,FR,17700
2014,01,1,3,FR,11511
2014,01,1,4,FR,6049
2014,01,1,1,GB,17699
2014,01,1,2,GB,7220
2014,01,1,3,GB,8038
2014,01,1,4,GB,2441
2014,01,1,1,IN,569
2014,01,1,2,IN,257
2014,01,1,3,IN,240
2014,01,1,4,IN,72
2014,01,1,1,IT,10472
2014,01,1,2,IT,5038
2014,01,1,3,IT,3690
2014,01,1,4,IT,1744
2014,01,1,1,NL,13628
2014,01,1,2,NL,6429
2014,01,1,3,NL,5359
2014,01,1,4,NL,1840
2014,01,1,1,RU,4856
2014,01,1,2,RU,2736
2014,01,1,3,RU,1504
2014,01,1,4,RU,616
2014,01,1,1,US,9264
2014,01,1,2,US,4314
2014,01,1,3,US,4024
2014,01,1,4,US,926
2014,01,1,1,XX,49330
2014,01,1,2,XX,21022
2014,01,1,3,XX,20538
2014,01,1,4,XX,7770
2014,02,1,1,BE,49684
2014,02,1,2,BE,22597
2014,02,1,3,BE,19955
2014,02,1,4,BE,7132
2014,02,1,1,BR,1864
2014,02,1,2,BR,1345
2014,02,1,3,BR,371
2014,02,1,4,BR,148
2014,02,1,1,CN,3857
2014,02,1,2,CN,1966
2014,02,1,3,CN,1038
2014,02,1,4,CN,853
2014,02,1,1,DE,15099
2014,02,1,2,DE,5604
2014,02,1,3,DE,7463
2014,02,1,4,DE,2032
2014,02,1,1,ES,11223
2014,02,1,2,ES,6746
2014,02,1,3,ES,2872
2014,02,1,4,ES,1605
2014,02,1,1,FR,36969
2014,02,1,2,FR,20407
2014,02,1,3,FR,11639
2014,02,1,4,FR,4923
2014,02,1,1,GB,19522
2014,02,1,2,GB,8087
2014,02,1,3,GB,9351
2014,02,1,4,GB,2084
2014,02,1,1,IN,546
2014,02,1,2,IN,266
2014,02,1,3,IN,215
2014,02,1,4,IN,65
2014,02,1,1,IT,10392
2014,02,1,2,IT,4886
2014,02,1,3,IT,3920
2014,02,1,4,IT,1586
2014,02,1,1,NL,13715
2014,02,1,2,NL,6859
2014,02,1,3,NL,5273
2014,02,1,4,NL,1583
2014,02,1,1,RU,2008
2014,02,1,2,RU,1014
2014,02,1,3,RU,694
2014,02,1,4,RU,300
2014,02,1,1,US,9899
2014,02,1,2,US,4328
2014,02,1,3,US,4787
2014,02,1,4,US,784
2014,02,1,1,XX,54971
2014,02,1,2,XX,21013
2014,02,1,3,XX,25487
2014,02,1,4,XX,8471
2014,03,1,1,BE,61499
2014,03,1,2,BE,26676
2014,03,1,3,BE,25888
2014,03,1,4,BE,8935
2014,03,1,1,BR,2329
2014,03,1,2,BR,1706
2014,03,1,3,BR,393
2014,03,1,4,BR,230
2014,03,1,1,CN,5166
2014,03,1,2,CN,2888
2014,03,1,3,CN,1619
2014,03,1,4,CN,659
2014,03,1,1,DE,19519
2014,03,1,2,DE,7609
2014,03,1,3,DE,8778
2014,03,1,4,DE,3132
2014,03,1,1,ES,14337
2014,03,1,2,ES,8153
2014,03,1,3,ES,4189
2014,03,1,4,ES,1995
2014,03,1,1,FR,41356
2014,03,1,2,FR,22156
2014,03,1,3,FR,13716
2014,03,1,4,FR,5484
2014,03,1,1,GB,22793
2014,03,1,2,GB,9889
2014,03,1,3,GB,10266
2014,03,1,4,GB,2638
2014,03,1,1,IN,836
2014,03,1,2,IN,453
2014,03,1,3,IN,274
2014,03,1,4,IN,109
2014,03,1,1,IT,14024
2014,03,1,2,IT,6588
2014,03,1,3,IT,5331
2014,03,1,4,IT,2105
2014,03,1,1,NL,14968
2014,03,1,2,NL,7346
2014,03,1,3,NL,5909
2014,03,1,4,NL,1713
2014,03,1,1,RU,3074
2014,03,1,2,RU,1468
2014,03,1,3,RU,1075
2014,03,1,4,RU,531
2014,03,1,1,US,13716
2014,03,1,2,US,5796
2014,03,1,3,US,6684
2014,03,1,4,US,1236
2014,03,1,1,XX,70130
2014,03,1,2,XX,26773
2014,03,1,3,XX,32533
2014,03,1,4,XX,10824
2014,04,1,1,BE,63032
2014,04,1,2,BE,28703
2014,04,1,3,BE,24113
2014,04,1,4,BE,10216
2014,04,1,1,BR,3456
2014,04,1,2,BR,2626
2014,04,1,3,BR,590
2014,04,1,4,BR,240
2014,04,1,1,CN,6276
2014,04,1,2,CN,4405
2014,04,1,3,CN,1079
2014,04,1,4,CN,792
2014,04,1,1,DE,20757
2014,04,1,2,DE,8894
2014,04,1,3,DE,8968
2014,04,1,4,DE,2895
2014,04,1,1,ES,18713
2014,04,1,2,ES,11630
2014,04,1,3,ES,4921
2014,04,1,4,ES,2162
2014,04,1,1,FR,45520
2014,04,1,2,FR,26109
2014,04,1,3,FR,13847
2014,04,1,4,FR,5564
2014,04,1,1,GB,22217
2014,04,1,2,GB,10264
2014,04,1,3,GB,9553
2014,04,1,4,GB,2400
2014,04,1,1,IN,1109
2014,04,1,2,IN,661
2014,04,1,3,IN,289
2014,04,1,4,IN,159
2014,04,1,1,IT,14043
2014,04,1,2,IT,7515
2014,04,1,3,IT,4612
2014,04,1,4,IT,1916
2014,04,1,1,NL,14381
2014,04,1,2,NL,7267
2014,04,1,3,NL,5402
2014,04,1,4,NL,1712
2014,04,1,1,RU,3613
2014,04,1,2,RU,1970
2014,04,1,3,RU,1220
2014,04,1,4,RU,423
2014,04,1,1,US,15270
2014,04,1,2,US,6695
2014,04,1,3,US,6299
2014,04,1,4,US,2276
2014,04,1,1,XX,72796
2014,04,1,2,XX,34089
2014,04,1,3,XX,27652
2014,04,1,4,XX,11055
2014,05,1,1,BE,70833
2014,05,1,2,BE,31449
2014,05,1,3,BE,28466
2014,05,1,4,BE,10918
2014,05,1,1,BR,3605
